idEstablecimiento|nombre_esta|direccion|refen_direccion|telefono_principal|telefono_secun|email|paginaWeb|estimacion|horarios|id
22721|GLAMM BAR LOUNGE|AV. 12 DE ABRIL 11-05 Y FLORENCIA ASTUDILLO||724213773||VIANCA_31@HOTMAIL.COM||205|24 horas|44930
22722|CASA DE HUESPEDES ESTEBAN 2|Calle Morona 1-36 Calle Cañar|La vivienda se encuentra ubicada a media cuadra del local comercial Casa de Reinas|998630201|74040267|taniacatalinabernal@gmail.com||146|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|44931
22723|CASA DE HUESPEDES ESTEBAN|Las Antenas de Misicata casa 2 Calle Cantón Zapotillo|vivienda ubicada en la Ciudadela Solidaridad y Vida a cinco cuadras de la escuela ROOSEUD en el Barrio las Antenas de Misicata|998630201|74040267|taniacatalinabernal@gmail.com||231|Lunes a Viernes 08h30 a 17h30|44932
22724|HOSTAL SEDNA YEMANYÁ|LLIRA ÑAN S35-53 Y SN|DIAGONAL A LA PLAZA QUITUMBE|24517720|998154443|elsadorinda@hotmail.com||228|Lunes a viernes 06:00 a 20:00|44933
22725|FRITADAS DE CERTAG|VIA A UZHUPUD S/N S/N|PUENTE DE CERTAG||987893390|fritadasdecertag@hotmail.com||172|Lunes a sabado de 08:00 a22:00|44934
22726|DON LOREN|AV. HUAYNA CAPAC 1-100 Y PIO BRAVO||984225570||||219|Lunes a sabado de 08:00 a22:00|44935
22727|BRUSELAS|GRAN COLOMBIA Y CORONEL TALBOT||2828832||||159|Lunes a sabado de 08:00 a22:00|44936
22728|NEGRO CARBON|DEL BATAN 1-22 Y AV. 12 DE ABRIL||98733071||||185|Lunes a Viernes 08h30 a 17h30|44937
22729|HOSTERIA CHORRO DE ORO|VIA A SIGSIG S/N VIA SIGSIG|SECTOR GANZHUN BAJO, A UNA CUADRA DE LA IGLESIA ADVENTISTA|72223800|994482870|darmuzha@gmail.com|www.hosteriachorrodeoro.com|131|Lunes a Viernes 08h30 a 17h30|44938
22730|SU HELADERIA CAFÉ|VIA A PATAMARCA Y SOR MARIA DE JESUS||2901163||||187|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|44939
22731|PROHIBIDO CENTRO CULTURAL|LA CONDAMINE 12-102 TARQUI|CRUZ DEL VADO|72840703|998622724|prohibidocc@hotmail.com||157|Lunes a viernes 06:00 a 20:00|44940
22732|DUMA DELICAFE|MIGUEL CORDERO 6-50 Y NICANOR AGUILAR||2816193||CLOAIMA@HOTMAIL.COM||108|Lunes a sabado de 08:00 a22:00|44941
22733|DELEYT|LUIS CORDERO 5-92 Y JUAN JARAMILLO||2894514||||130|Lunes a sabado de 08:00 a22:00|44942
22734|MARISCOS DE EYZER LOS|Av. Rodrigo de Chávez Oe11-05 y Francisco GÓmez|FRENTE AL BANCO DEL PICHINCHA|23130786|23130786|saboreyzer@gmail.com||184|Lunes a viernes 06:00 a 20:00|44943
22735|LA JUNGLA RESTAURANT|LA Y S-N BARRIO DEL GRAN PODER|A CINCO CUADRAS DE LA ESCUELA BUENA ESPERANZA|990075614||valarezoadriana.lajungla@gmail.com||134|Lunes a domingo 24 horas|44944
22736|ROYAL DUCERIA|CENTRO COMERCIAL MALL DEL RIO||2812541||anilu.arevalo@gmail.com||143|Lunes a sabado de 08:00 a22:00|44945
22737|PUENTE ROTO|VARGAS Y RESTAURACION||2361664||||149|Lunes a sabado de 08:00 a22:00|44946
22738|SAUCES LOS|GUAPONDELIG 6-77||||||168|Lunes a viernes de 08:00 a 18:00|44947
22739|ECOTURISMO LUIS ANTONIO|HACIENDA LOS DOS PUENTES SECTOR VENTURA||2839989||ecoturismoluisantonio@hotmail.com||120|Lunes a viernes 06:00 a 20:00|44948
22740|HOGAR CUENCANO|Hermano miguel 4.36 Calle larga||72834941|969299378|Celso3515@yahoo.com||105|Lunes a sabado de 08:00 a22:00|44949
22741|LA CASONA DEL PUENTE ROTO|FELIPE II 00 AUTOPISTA CUENCA AZOGUES|MAAL DEL RIO|72880599|984247952|lacasonadelpuenterotomall@yahoo.com||185|Lunes a sabado de 08:00 a22:00|44950
22742|GUARIDA DEL POLLO LA|AV. DE LAS AMERICAS S/N (FERIA LIBRE)||72451979||||178|Lunes a sabado de 08:00 a22:00|44951
22743|HOSTAL THE FAMILY|AV. RICARDO DURAN 5-27 NO TIENE|JUNTO A LA HOSTAL BOEMIA DREAMS, FRENTA A LAS CANCHAS PLANETA FUTBOL|72892453|979052347|karyna.ramono@outlook.com||118|Lunes a sabado de 08:00 a22:00|44952
22744|ESQUINA DEL HELADO|REMIGIO CRESPO Y MIGUEL DIAZ||2817154||||202|Lunes a sabado de 08:00 a22:00|44953
22745|FABY'S COFFE|KM 21 VIA CUENCA GIRON Y CALLE VIEJA||74056253||NOELESPI781@GMAIL.COM||217|Lunes a sabado de 08:00 a22:00|44954
22746|COLUMPIO EL|AV. MIRADOR DE TURI, A 150M DE LA IGLESIA DE TURI||987974278||TOLEDOVISION@HOTMAIL.COM||231|Lunes a Domingo 24 horas|44955
22747|CENTRO DE BIENESTAR CUERPO Y MENTE|ULPIANO PAEZ N19-25 Y AV PATRIA||||||150|Lunes a viernes de 9:00 a 15:00, Lunes a viernes de 16:00 a 22:00|44956
22748|RODAL EL|SIMON BOLIVAR||72266959||||104|Lunes a viernes de 08:00 a 18:00|44957
22749|SIX STORE & COFFEE|AV. 12 DE ABRIL S/N Y SAN SALVADOR||72884218||SAXIDIAZ@GMAIL.COM||156|Lunes a sabado de 08:00 a22:00|44958
22750|PLAZMA|CALLE LARGA 7-78 LUIS CORDERO|CENTRO||983561213|plazmabar@hotmail.com||217|Lunes a sabado de 08:00 a22:00|44959
22751|GUADALAJARA TACOS AL GRILL|AV. GUIDO CHIRIBOGA DIAGONAL AL PARQUE CENTRAL DE LA COMUNA||||||198|Lunes a sabado de 08:00 a22:00|44960
22752|PEDRO MONTESINOS PARRILAS Y BARBOSAS|Isabel la Católica S/N 12 DE OCTUBRE|A una cuadra y media del redondel del regloj&nbsp de flores|983501375||pedromontesinosgorza@outlook.com||113|Lunes a sabado de 08:00 a22:00|44961
22753|FABIANO'S|PRESIDENTE CORDOVA 4-84 Y MARIANO CUEVA||72824517||||124|Lunes a sabado de 08:00 a22:00|44962
22754|FABIANOS|CULTURA CONSANGA SN CULTURA CHIRIJE|CONSTRUCCION DE UNA PLANTA ENTRA LA CALLE CHALLUBAMBA|984630257|72824517|fabianoscuenca@gmail.com|https://fabianosecuador.com|137|Lunes a sabado de 08:00 a22:00|44963
22755|ESTANCIA BLANCA|SANGURIMA 1-58 Y HUAYNACAPAC||4114915||HENRY_MARQUEZ@HOTMAIL.ES||160|Lunes a sabado de 08:00 a22:00|44964
22756|ASADERO DOÑA ROSITA|VIA GIRON PASAJE||74100802||||180|Lunes a sabado de 08:00 a22:00|44965
22757|ECLIPSE|24 DE MAYO S/N SIXTO DURÁN BALLÉN|A MEDIA CUADRA DEL PARQUE CENTRAL.|72284177|981857503|ligiajuca_67@hotmail.com||226|Lunes a sabado de 08:00 a22:00|44966
22758|APARTAMENTOS OTORONGO|av. 12 de abril 5-40 guayas|Estamos junto al río Tomebamba entre las calles Guayas y Remigio Tamariz|72882788|997245870|hotelotorongo@gmail.com|www.hotelotorongo.com|114|Lunes a sabado de 08:00 a22:00|44967
22759|HEIZEL|HONORATO VAZQUEZ 7-10 Y BORRERO||98385886||||247|Lunes a sabado de 08:00 a22:00|44968
22760|HOSTERIA SAN JOSE|E59 ecuador Km 124 Via a Chilla|PASANDO EL RIO JUBONES|981646058|994881312|diegodpvn@hotmail.com||229|Lunes a viernes de 9:00 a 15:00, Lunes a viernes de 16:00 a 22:00|44969
22761|FRUTIVIDA|AV. REMIGIO CRESPO Y SANTA CRUZ, C.C. EL BATAN SHOPING||995318813||MARCOORD@YAHOO.ES||233|Lunes a sabado de 08:00 a22:00|44970
22762|LOUSHAN|AV. MADERO VARGAS Y 16 AVA Y 17 AVA OESTE||87217174||||231|Lunes a sabado de 08:00 a22:00|44971
22763|DELICIAS LAS|SIMON BOLIVAR 2-34 Y TOMAS ORDOÑEZ||||||196|Lunes a sabado de 08:00 a22:00|44972
22764|SUBWAY|REMIGIO CRESPO 3-01 AGUSTIN CUEVA|REMIGIO CRESPO|999050930|999050930|mzuniga@zetaelectronic.com||124|Lunes a Viernes 08h30 a 17h00|44973
22765|CHE PIBE EL PRINCIPAL.|REMIGIO CRESPO N.- 2-19||2882130||||117|Lunes a Viernes 08h30 a 17h30|44974
22766|CABAÑA BELLA VISTA|JULIA BERNAL||2891054||||113|Lunes a viernes 8h15 a 17h00|44975
22767|HOTEL SAN CARLOS|madrid 1-44 av españa|frente al terminal terrestre|987615348|72849228|hotel.sancarlos@hotmail.com||238|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|44976
22768|HOSTAL VILLAPRIMAVERA|AVENIDA GIL RAMIREZ DÁVALOS 1-90 ENTRE CALLE DEL CHORRO Y HÉROES DE VERDELOMA|Avenida Gil Ramirez Dávalos 1 -90, diagonal a la Clínica España, detrás del Terminal Terrestre.|72871357|984330981|villaprimaveracuenca@hotmail.com||186|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|44977
22769|ESTANCIA LA CUMBRE|VICTOR ALBORNOZ S/N ALICIA ORDOÑEZ|SECTOR ESTADIO DE CASHAPATA|992899929|72871416|cristiantamayo1975@gmail.com||231|24 horas|44978
22770|EL MANANTIAL MARISCOS Y COMIDA CRIOLLA|PRESIDENTE CORDOVA 7-36 BORRERO|CENTRO||999904025|paholagh@hotmail.com||187|Lunes a sabado de 08:00 a22:00|44979
22771|ANDRA COFFEE - HAUS|Aurelio Aguilar 2-122 Agustin Cueva|Frente al centro oftamologico Arichavala|991852782|992716898|rocyocalle@gmail.com||147|Lunes a viernes de 08:00 a 18:00|44980
22772|TACANIJO|HUACAS 1-54 AV DE LAS AMERICAS|UNIVERSIDAD POLITECNICA|74110387|984301839|masho81@gmail.com||139|Lunes a Viernes 08h30 a 17h30|44981
22773|FAR OUT|JUAN JARAMILLO 7-36 Y ANTONIO BORRERO||984136086||||156|Lunes a Viernes 08h30 a 17h30|44982
22774|TINTOLATE COFFE PLACE|CORNELIO MERCHAN 2-45 Y JOSE PERALTA||980933145||FEPMASTER@HOTMAIL.COM||130|Lunes a Viernes 08h30 a 17h30|44983
22775|EMPANADAS CHILENAS LA VILLA DE COBIL|24 DE MAYO Y LOS CHUGOS||99289013||A.COBOS.GVE@GMAIL.COM||215|Lunes a viernes de 08:00 a 18:00|44984
22776|EL PORTON DEL GUABO HOSTERIA SPA|via a Sidcay S/N LA CALDERA|A 300 Metros del Colegio Miguel Prieto|980677071|72365034|geovannymolina69@hotmail.com||232|Lunes a Domingo 24 horas|44985
22777|MONTECARLO|Remigio crespo S/N Brasil|A partir, del Terminal Terrestre o del Aeropuerto, tiene que movilizarse al Sector de la Feria Libre, para acceder a nuestro Hotel.|958872144|72818214|hotelmonte88@gmail.com||122|Lunes a Viernes 08h30 a 17h30|44986
22778|PERGOLA LA|Padre Aguirre 1529||72830035||info@lapergolalounge.com||228|Lunes a Domingo 24 horas|44987
22779|ESTANCIA JARDINES DEL MONJE|EL TABLON AUTOPISTA AZOGUES - CUENCA||4047195||soniamcallem@hotmail.com||120|Lunes a viernes de 08:00 a 18:00|44988
22780|ZOMBIS ICE|CENTRO COMERCIAL MILENIUM PLAZA||99595867||TYINGTREE77@GMAIL.COM||200|Lunes a sabado de 08:00 a22:00|44989
22781|SANDWICH PLACE|AV PRIMERO DE MAYO S/N 12 DE OCTUBRE|QUINTA LUCRECIA|74120276|991282530|monica-1918@hotmail.es||115|Lunes a Viernes 08h30 a 17h30|44990
22782|RIO BRABO|RIO PALORA S/N CURARAY||72808570|993903474|mauriciochimbo_1986@hotmail.com||206|Lunes a domingo 24 horas|44991
22783|RANCHOS CAFE , SUCURSAL|REMIGIO CRESPO TORAL 4-33 RICARDO MUÑOZ DAVILA|SECTOR REMIGIO CRESPO|72810921|999965126|ferchica001@gmail.com||163|Lunes a viernes de 08:00 a 18:00|44992
22784|RIO PIEDRA|PRESIDENTE CORDOVA 8-40 LUIS CORDERO||72843821|995428053|riopiedrahosp@yahoo.es|www.hotelriopiedra.net|197|Lunes a Viernes 08h30 a 17h30|44993
22785|DELICIAS DEL VALLE|VIA AL VALLE Y ENTRADA A SAN ANTONIO DE GAPAL, SECTOR CHILCAPAMBA||74140902||SUMBITO@HOTMAIL.COM||146|Lunes a sabado de 08:00 a22:00|44994
22786|CASTILLO DEL RIO|AV GONZALES SUARES S/n EMILIANO ZAPATA|CENTRO COMERCIAL MONAY SHOPPING|980885995|988460657|castilloecua2016@hotmail.com||116|Lunes a Viernes 08h30 a 17h00|44995
22787|CHINO EL|ANTONIO ADUBIDE Y CARLOS SERRANO||997409311||||232|Lunes a Viernes 08h30 a 17h00|44996
22788|DE LAS CULTURAS|HONORATO VASQUEZ 7-36 PRESIDENTE BORRERO|FRENTE A LA IGLESIA DE LA MERCED|72832337|991990294|maguicorral@hotmail.com|www.hoteldelasculturas.com|169|Lunes a sabado de 08:00 a22:00|44997
22789|LICOR DE LA QUINTA BAR & LOUNGE|AV. PASEO DE LOS CAÑARIS Y CAMILO PONCE||2841872||CBMALR@YAHOO.COM||152|Lunes a sabado de 08:00 a22:00|44998
22790|PARADA PANESA LA|BENIGNO MALO 9-73 Y GRAN COLOMBIA||||||249|Lunes a sabado de 08:00 a22:00|44999
22791|ROCK FORK RESTAURANT|ROBERTO CRESPO TORAL SN MIGUEL CORDERO DAVILA|A DOS CUADRAS DEL ESTADIO ALEJANDRO SERRANO AGUILAR|997543825||capitan_alvarez@hotmail.com||167|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|45000
22792|ASADOR NO 4 EL|AV DE LAS AMERICAS 2-99 Y ARRAYAN||2835497||||145|Lunes a sabado de 08:00 a22:00|45001
22793|DUBAI EXPRESS FAST FOOD|REMIGIO CRESPO TORAL 3-54 AGUSTIN CUEVA|REMIGIO CRESPO|0|983593959|claudia.calderon10@hotmail.com||236|Lunes a sabado de 08:00 a22:00|45002
22794|TEQUILA 3 DE CARMITA|CARLOS ARIZAGA VEGA. SAN JOAQUIN||2853138||||119|Lunes a sabado de 08:00 a22:00|45003
22795|CHICKEN BROSTER|RAFAEL GALARZA||||||131|Lunes a sabado de 08:00 a22:00|45004
22796|SIENA HOTEL|HERMANO MIGUEL 5-84 JUAN JARAMILLO|&nbsp NOS ENCONTRAMOS EN EL CENTRO HISTORICO|984887377|984887378|paolitis83@hotmail.com||136|Lunes a sabado de 08:00 a22:00|45005
22797|PUENTE ROTO|PASAJE FRANCISCO TALBOT No. 1-69||72886180||||227|Lunes a sabado de 08:00 a22:00|45006
22798|HUECA DEL CUY LA|PARROQUIA PRESIDENTE URBINA SECTOR 3 ESQUINAS||994052075||fannyloarte@yahoo.es||229|Lunes a viernes 06:00 a 20:00|45007
22799|TERRACE SPORT|29 de Mayo sin numero Kiruba|Centro Comercial Nantu Plaza Tercero Piso, terraza.&nbsp|998894637||davidzg4_@hotmail.com||203|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|45008
22800|HOTEL TITO|Gaspar sangurima 1-49 Manuel Vega|Gaspar Sangurima 1-49 a media cuadra de la Chola Cuencana|994412741|74115051|reservastito@gmail.com|www.hoteltitoec.com|224|Lunes a Viernes 08h30 a 17h00|45009
22801|ESQUINA DEL BARCO LA|LA UNION, VIA ANTIGUA GIRON-PASAJE||968237953||FRANCISPINTADO@ICLOUD.COM||234|Lunes a Viernes 08h30 a 17h00|45010
22802|ASADERO CAMPANA HUAICO|VIA A BARABON GRANDE SECTOR TENIS Y GOLF||74048024||OLGAVASQUEZQUEZADA@HOTMAIL.COM||150|Lunes a Viernes 08h30 a 17h00|45011
22803|REDONDEL EL|AV. SOLANO 4-82||2883737||||165|Lunes a Viernes 08h30 a 17h00|45012
22804|SAMARI|CALLES Y 31820 S/N AVE. 24 COORESA|A CUATRO CUADRAS DEL MALECON.|72770295|969314511|ncampoverde@cuenca.gob.ec||202|Lunes a Viernes 08h30 a 17h00|45013
22805|TIA TERESITA|AV. 12 DE ABRIL 1-21 Y HERRERIAS||0||JULIA_GUAILLAS@HOTMAIL.COM||226|Lunes a domingo 24 horas|45014
22806|DON MARIO'S|VIA A LA LAGUNA DE BUSA, JUNTO A LA LAGUNA||72279705||CAMPEON_1962@HOTMAIL.COM||223|24 horas|45015
22807|HOSTAL HURTADO DE MENDOZA|HUAYNA CAPAC SN GASPAR SANGURIMA|REDONDEL DE LA CHOLA CUENCANA EDIFICIO DE VIDRIOS AZULES UBICADO EN LA ESQUI9NA DE LA SANGURIMA Y LA hUAYNA cAPAC|993907738|987876926|hurtadodemendoza80@gmail.com||248|Lunes a sabado de 08:00 a22:00|45016
22808|SELFIE URBAN CLUB|ANTONIO BORRERO 5-80 Y JUAN JARAMILLO||994883638||carpicon@hotmail.com||202|Lunes a sabado de 08:00 a22:00|45017
22809|RINCON DEL MAR|EL ORO 3-66 Y AV. REMIGIO CRESPO||2829621||||167|Lunes a Viernes 08h30 a 17h30|45018
22810|DOLCE|SUCRE 9-110 Y PADRE AGUIRRE||99700237||MA110870@HOTMAIL.COM||203|Lunes a sabado de 08:00 a22:00|45019
22811|DOLCE|FELIPE II INTERIOR DEL MALL DEL RIO||99700237||MA110870@HOTMAIL.COM||248|Lunes a Domingo 24 horas|45020
22812|SUBWAY|GENERAL TORRES Y AV LAS AMERICAS||||||161|Lunes a sabado de 08:00 a22:00|45021
22813|RED HORSE|Av. Ricardo Durán 0000000 Calle la Pasada|Frente a la ferreteria Ancarsi&nbsp|72892676||marioparraeras@gmail.com||142|Lunes a viernes 06:00 a 20:00|45022
22814|SABOR LATINO|AV DON BOSCO 1-09 AV SOLANO|TRES PUENTES|980766629|980766629|miriamchuchuca@gmail.com||157|Lunes a viernes 06:00 a 20:00|45023
22815|HOSTAL REAL AMAZONICO|Teniente Hugo Ortiz s/d Juan de Velasco|Frente a las piscinas del parque acuatico|999811823||evitanoemi1970@gmail.com||128|Lunes a viernes 06:00 a 20:00|45024
22816|CUENCA SUITES|SIMON BOLIVAR 14-65 CORONEL TALBOT|FRENTE AL HOGAR MIGUEL LEÓN|72824521|984428037|rebedono@gmail.com|www.cuencasuites.com|124|Lunes a viernes 06:00 a 20:00|45025
22817|CAMARON DE ORO EL|AV. PICHINCHA Y LOJA||||||161|Lunes a viernes de 08:00 a 18:00|45026
22818|PAOLITA|FRANCISCO GONZALEZ Y ABDON CALDERON||72250565||||148|24 horas|45027
22819|LOS OJOS DE NIHILA|GIOVANNY FARINA 288 E ISLA ESPAÑOLA||2851767||||191|Lunes a sabado de 08:00 a22:00|45028
22820|BAMBA CAFE LOUNGE|PASEO 3 DE NOVIEMBRE, JUNTO A LA ESCALINATA DE JUANA DE ORO||979106636||JHOANNA-87@HOTMAIL.COM||240|Lunes a Domingo 24 horas|45029
22821|NUESTRA TRADICION|SUCRE 2-01 Y HUAYNACAPAC||72251199||||181|Lunes a sabado de 08:00 a22:00|45030
22822|TAQUERIA JESICA|AV DE LAS AMERICAS Y ARMENILLAS||2832840||||124|Lunes a sabado de 08:00 a22:00|45031
22823|LOJANITA LA|JOSE PERALTA Y ABDON CALDERON||72271140||||173|Lunes a domingo 24 horas|45032
22824|TIO JOSE|SIMON BOLIVAR 10-31 Y PADRE AGUIRRE||988101266||JBSG7@HOTMAIL.COM||181|Lunes a Domingo 24 horas|45033
22825|FRACTAL|BOLIVAR Y PADRE AGUIRRE ESQUINA||72835191||JBSG7@HOTMAIL.COM||166|Lunes a domingo 24 horas|45034
22826|HOSTAL EL PARAMO|25 de junio S/N Mirador|A lado de la Iglesia|999586586|969935072|juanlesa70@gmail.com||193|Lunes a sabado de 08:00 a22:00|45035
22827|LA QUINTA|CARLOS ARIZAGA VEGA S/N CALLE DEL RETORNO|SAN JOAQUIN|74094769|969732671|laquintarestaurant@hotmail.com||120|Lunes a sabado de 06:00 a22:00|45036
22828|RESTAURANT CORVEL|AV. SIMON BOLIVAR 2-37 LUNTUR|a una cuadra del parque central de Paute.&nbsp|72251556|996849093|corvel1@hotmail.com|www.restaurantecorvel.com|210|Lunes a Viernes 08h30 a 17h30|45037
22829|RANCHO SAN PEDRO|PANAMERICANA SUR KM 15 S/N CRUCE DE VIAS GIRON CUMBE|A 200 METROS DEL REDONDEL|72878242|999347225|silviamaricelar@gmail.com|'|192|Lunes a sabado de 08:00 a22:00|45038
22830|VIKO|AV- DE LAS AMERICAS L-7 Y AV. DEL CHOFER||2843877||||175|Lunes a domingo 24 horas|45039
22831|PIO PIO|TERMINAL TERRESTRE REINA DEL CISNE||2728826||esthefy_1991@hotmail.com||109|Lunes a viernes de 08:00 a 18:00|45040
22832|DOÑA CARMITA|CALLE PRINCIPAL SECTOR LA HIGUERA||72203051||||156|Lunes a sabado de 08:00 a22:00|45041
22833|POLLO KAMPESTRE|AV. LOJA Y DON BOSCO ESQ.||2819153||||130|Lunes a Viernes 08h30 a 17h30|45042
22834|QALA RESTAURANTE|PASEO 3 DE NOVIEMBRE Y PUENTE JUANA DE ARCO||999081274||qalarestaurante@gmail.com||122|Lunes a Domingo 24 horas|45043
22835|HOSTAL LA MERCED|HONORATO VASQUEZ 5-66 HERMANO MIGUEL|A UNA CUADRA Y MEDIA DE LA IGLESIA DE LA MERCED|72837240|984731616|kattyct@msn.com||184|Lunes a domingo 24 horas|45044
22836|GIKÓ|VICTOR J CUESTA Y VARGAS MACHUCA||2840147||DECASACAFE@YAHOO.COM||206|Lunes a domingo 24 horas|45045
22837|JULISA|SIMON BOLIVAR Y JOSE MIGUEL BARZALLO||0||||243|Lunes a Viernes 08h30 a 17h30|45046
22838|POLLERIA 96|IGNACIO NEIRA Y 10 DE AGOSTO||2249697||boneteana@yahoo.com||239|Lunes a Viernes 08h30 a 17h30|45047
22839|HUASI Q´UÑI|JUAN JARAMILLO 2-56 TOMAS ORDOÑEZ|A DOS CUADRAS DE LA HUAYNACAPAC|72835183|984700484|pajatoquillahostalcuenca@gmail.com||200|Lunes a Viernes 08h30 a 17h30|45048
22840|BUEN SABOR EL|OBELISCO DE ALOAG||||||133|Lunes a domingo 24 horas|45049
22841|REY CUY|GIL RAMIREZ DAVALOS Y LADERAS||72801840||||154|Lunes a domingo 24 horas|45050
22842|COMEDOR NABON|PADRE SOLANO Y JUAN LEON MERA||982947807||||213|Lunes a domingo 24 horas|45051
22843|DOMESAN|CALLE LARGA 8-81 BENIGNO MALO|A DOS CUADRAS DEL PARQUE CALDERON|72850407|984360280|maucarrasco77@gmail.com||218|Lunes a sabado de 08:00 a22:00|45052
22844|PAELYS FAST FOOD|PADRE AGUIRRE Y GRAN COLOMBIA||2807425||||243|Lunes a domingo 24 horas|45053
22845|EL TANGARA|CALLE CUENCA Y ELOY ALFARO||27802761||bykef1@hotmail.com||139|Lunes a sabado de 08:00 a22:00|45054
22846|HACIENDA SUIZA YOGURT Y PAN DE YUCA|AV. ELIA LIUT S/N GIL RAMIREZ DAVALOS|SUPERMAXI MIRAFLORES|72370585|995367606|haciencasuiza@gmail.com||141|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|45055
22847|HELECHOS Nº 1|DOMINGO COMÍN Y TANKAMASH||72740940||helechos_restaurante@yahoo.com||242|Lunes a Viernes 08h30 a 17h30|45056
22848|MELANIE|VIA GIRON PASAJE ENTRADA A SANTA ISABEL||72270518||||196|Lunes a sabado de 08:00 a22:00|45057
22849|SAKURA SUSHI SUCURSAL|CENTRO COEMRCIAL MILENIUM PLAZA||2886300||||105|Lunes a domingo 24 horas|45058
22850|GENESIS|BARRIO SANTA ROSA S/N PRINCIPAL /CASCOL PAJAN||993396302||||119|Lunes a sabado de 08:00 a22:00|45059
22851|CASA DE LIDICE|GENERAL TORRES 11-69 MARISCAL LAMAR|A 100 METROS DEL PARQUE MARIA AUXILIADORA|72825698|998967634|info@hotelcuenca.com.ec|WWW.CASADELIDICE.COM|219|Lunes a domingo 24 horas|45060
22852|CUENCA|ANTONIO BORRERO 10-69 MARISCAL LAMAR|A UNA CUADRA Y MEDIA LA IGLESIA DE SAN ALFONSO|72833711|998967634|info@hotelcuenca.com.ec||247|Lunes a domingo 24 horas|45061
22853|DEL PARQUE RESTAURANTE Y SUITS|BENIGNO MALO 9-17 ENTRE BOLIVAR Y GRAN COLOMBIA|FRENTE AL PARQUEADERO TOSI|72842344|998967634|info@hotelcuenca.com.ec||122|Lunes a viernes de 08:00 a 18:00|45062
22854|SIENA|HERMANO MIGUEL 5-84 JUAN JARAMILLO|DIAGONAL AL MUSEO DE LAS CONCEPTAS|72822552|998967634|info@hotelcuenca.com.ec||171|Lunes a Domingo 24 horas|45063
22855|HOSTAL GAHONA|Rio Rivadeneira s/d Alberto Zambrano|Frente al Centro Comercial Los Toboganes|986519021|23895017|rafaelga1971@hotmail.com||247|Lunes a sabado de 08:00 a22:00|45064
22856|BAÑOS|AV RICARDO DURAN 5-29 SIN NOMBRE|A UNA CUADRA Y MEDIA DE LA HOSTERIA DURAN|72892455|982693376|ivanob50@hotmail.com||194|Lunes a sabado de 08:00 a22:00|45065
22857|DELI PIZZA|MARISCAL SUCRE Y HUAYNACAPAC||72251790||DELIPIZZA2012@HOTMAIL.COM||233|Lunes a sabado de 08:00 a22:00|45066
22858|SALSA MESA LA|GRAN COLOMBIA 3-35 Y TOMAS ORDOÑEZ||994429729||||180|Lunes a viernes 06:00 a 20:00|45067
22859|LA MESA SALSASON|CALLE LARGA 8-15 LUIS CORDERO|A UNA CUADRA DE LA PLAZOLETA LA MERCED|994429729|991926824|ctomala@bomberos.gob.ec||238|Lunes a sabado de 08:00 a22:00|45068
22860|ENCOCADO DE LAS AMERICAS EL|AV. DE LAS AMERICAS Y LUIS ALBERTO||984303399||belenbennett@hotmail.com||150|24 horas|45069
22861|CASANOVA|AV JAIME ROLDOS Y LUIS CORDERO||2255745||||107|Lunes a viernes a partir de las 08h00 hasta 17h00|45070
22862|TUTTO FREDDO NICE CREAM||RAKAR PLAZA|72888673|993269380|gabija_c@hotmail.com||190|Lunes a Viernes 08h30 a 17h00|45071
22863|NICE CREAM|CALLE GONZALO PEZANTES 745 Y ELOY ALFARO||72780147||gabija_c@hotmail.com||190|Lunes a domingo 24 horas|45072
22864|CASA LA|COLON Y AV. CAÑARIS||72259038||||111|Lunes a sabado de 08:00 a22:00|45073
22865|KEVIN ALEXIS|PIO MONTUFAR #606 Y ALCEDO||92246042||||230|Lunes a viernes 06:00 a 20:00|45074
22866|MI CASA DEL POLLO|ADOLFO TORRES 3-149 Y FRANCISCO CARRASCO||74030907||||202|Lunes a viernes 06:00 a 20:00|45075
22867|CAMPANARIO EL|CARLOS SERRANO 6-78 Y 23 DE ENERO||||||229|Lunes a viernes 06:00 a 20:00|45076
22868|ENCEBOLLADOS DE LA CHOLA CUENCANA|HURTADO DE MENDOZA Y JOSE J DE OLMEDO||99866638||||208|Lunes a viernes 06:00 a 20:00|45077
22869|TAVOLA DI PAULO LA|FEDERICO PROAÑO Y ROBERTO CRESPO||2809888||||250|Lunes a viernes 06:00 a 20:00|45078
