id|Nombre Comercial|Clasificación|Dirección|Referencia de Dirección |Teléfona Principal|Teléfono Secundario|Correo Electrónico|Dirección web|Horario de atención |estimacion de usuarios mensual|id_1
1227|CEBICHES DE LA RUMIÑAHUI|RESTAURANTE|URDESA CENTRAL, AV. VICTOR EMILIO ESTRADA 201 Y AV. LAS LOMAS, C.C. URDESA, OF. 6-7||2888515||amcastro@hotmail.com||Lunes a sabado de 08:00 a22:00|245|8723
1228|CEBÚ|BAR|AV. ESTUDIANTIL-HUMBERTO GONZALEZ-VIA TOSAGUA-CALCETA||996382461||cristhianpinargote@gmail.com||lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|189|8724
1229|CECY-MAR|RESTAURANTE|CALLE 7 DE AGOSTO Y ATHUALPA||||||Lunes a sabado de 08:00 a22:00|181|8725
1230|CEDROS INN|HOSTAL|CEDROS  107 VICTOR EMILIO ESTRADA|DIAGONAL A JUAN MARCET|45045753|990053440|servicio@blue-filter.com|www.cedrosinn.com| Lunes a domingo 24 horas|177|8726
1231|CEFA|RESTAURANTE|MARISCAL SUCRE, S/N Y GUAYAQUIL||2909563||||Lunes a sabado de 08:00 a22:00|151|8727
1232|CEFÉ BOMBON`S C.B.|FUENTE DE SODA|CDLA. ENTRE RIOS S/N. RIOCENTRO, PATIO DE COMIDAS, LC. C-9||2836340||||Lunes a viernes  06:00 a 20:00|211|8728
1233|CEIBO DORADO|HOTEL|ESPEJO S/N PEDRO GUAL||52657080|991990666|gerencia@hotelceibodorado.com.ec|www.hotelceibodorado.com.ec|Lunes a Domingo 24 horas|113|8729
1234|CEIBO LOS|RESTAURANTE|TRANQUILINO MONTESDEOCA||2685825||||Lunes a sabado de 08:00 a22:00|146|8730
1235|CEIBO REAL|HOTEL|AV. MANABI Y JUAN PIO MONTUFAR||52630544||||Lunes a Domingo 24 horas|147|8731
1236|CEIBOS TOUR|OPERADOR TURÍSTICO|AV. BOLÍVAR Y CHECA||52690801||luigi_rivero@hotmail.com||Lunes a viernes de 08:00 a 18:00|238|8732
1237|CELLONE S.A.|AGENCIA DE VIAJES INTERNACIONAL|VICTOR EMILIO ESTRADA 114 Y CIRCUNVALACIÓN NORTE, EDIFICIO CELEBRITY, PISO 2, OFICINA 208||42884424||sojeda05@hotmail.com||Lunes a Viernes 08h30 a 17h30|135|8733
1238|CELOS LOUNGE BAR KARAOKE|DISCOTECA|AV. AZUAY E/ 9 DE OCTUBRE Y MACHALA||2913793||chuyatibanjuancarlos@gmail.com||lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|189|8734
1239|CENA LA|RESTAURANTE|LA 13AVA # 614 ENTRE MEDARDO ANGEL SILVA Y CAP. NAJERA||2463483||||Lunes a sabado de 08:00 a22:00|196|8735
1240|CENITA|RESTAURANTE|CARRETERA A BARANDUA||||||Lunes a sabado de 08:00 a22:00|114|8736
1241|CENTENARIO|HOTEL|VELEZ 726 Y LORENZO DE GARAYCOA||2515578||||Lunes a Domingo 24 horas|174|8737
1242|CENTRO|HOTEL|SUCRE S/N GUAYAS|A VEINTE METROS DE ALMACENES TIA|72933987|987270144|centrohotelmachala@hotmail.com||Lunes a Domingo 24 horas|159|8738
1243|CENTRO DE EVENTOS JEAN - VITKET|SERVICIO DE CATERING|CALLE 121 S/N AV. 104| FRENTE AL RESTAURANTE CHIFA LAI DE LOS ESTEROS. |99428692|991444049|vitalbailon@hotmail.com||Lunes a sabado de 08:00 a22:00|169|8739
1244|CENTRO DE EXPOSICIONES ALTO NIVEL|CENTRO DE CONVENCIONES|CALLE 15 Y AV.28 Y 30||||maggiepadillasierra@hotmail.com||lunes a sabado 09:00 - 17:00|211|8740
1245|CENTRO DE EXPOSICIONES Y CONVENCIONES SIMON BOLIVAR|CENTRO DE CONVENCIONES|AV. DE LAS AMERICAS #406||2693565||echavez@expoguayaquil.com|www.expoguayaquil.com|lunes a sabado 09:00 - 17:00|154|8741
1246|CENTRO DE NUTRICION 7 HIERBAS|FUENTE DE SODA|LOS RIOS 2002 Y HUANCAVILCA||81008716||||Lunes a viernes  06:00 a 20:00|170|8742
1247|CENTRO DE VIAJES ECUADOR|OPERADOR TURÍSTICO|AGUIRRE 411 CHILE| CENTRO COMERCIAL UNICENTRO 2DO PISO LOCAL 211 |994484545|982889229|contabilidad2@centrodeviajesecuador.com|www.centrodeviajesecuador.com|Lunes a viernes de 08:00 a 18:00|147|8743
1248|CENTRO RECREACIONAL HOSTERIA OASIS|HOSTERÍA|via principal pedro carbo 482 ninguna| por la carretera principal de pedro carbo pasando sabanilla a lado de la gasolinera primax diagonal al complejo turstico el cuchito |986425398|993681639|liveferxo4312@hotmail.com||Lunes a Domingo 24 horas|142|8744
1249|CENTRO RECREACIONAL LA AURORA|CENTRO DE RECREACIÓN TURÍSTICA|CDLA. DEMOCRACIA, CALLE 10 DE AGOSTO S/N BARRIO SECTOR DEL SEGURO SOCIAL||2960275||||lunes a sabado de 8:00 a 18:00 |201|8745
1250|CENTRO SAMAI|HOSTERÍA|PRINCIPAL S/N SUBIENDO AL CERRO |FRENTE A LA COMUNIDAD DE SAN JOSE|72814832|994621416|samaispa@yahoo.com||Lunes a Domingo 24 horas|162|8746
1251|CENTRO SHUAR TSUER ENTSA BALAO CHICO|CENTRO DE TURISMO COMUNITARIO|VIA A LUZ Y GUIA, RECINTO BALAO CHICO, COMUNIDAD SHUAR||969510032||rosario1lequi@hotmail.com||Lunes a viernes a partir de las 08h00 hasta 17h00|103|8747
1252|CENTRO TURISTICO DON AGUSTIN|TERMAS Y BALNEARIOS|CALLE ANGEL RAFAEL ALAVA||2640798||josemendoza000005@live.com||Lunes a sabado de 06:00 a22:00|110|8748
1253|CENTRO TURISTICO NEVERLAND|HOSTAL|ELOY ALFARO S/N CALLES S/N|A CINCUENTA METROS DEL MERCADO MUNICIPAL|52647594|997214503|rubensanchez636@yahoo.es|| Lunes a domingo 24 horas|109|8749
1254|CENTRO TURISTICO SAN MATEO|HOSTAL|PARROQUIA SAN MATEO ||2666115||miriamjlopezl@hotmail.com|| Lunes a domingo 24 horas|114|8750
1255|CENTRO VIAJERO|AGENCIA DE VIAJES INTERNACIONAL|BAQUERIZO MORENO 1119 Y 9 OCTUBRE, piso 8, ofc. 805||2301283||centrovi@telconet.net|www.centroviajero.com|Lunes a Viernes 08h30 a 17h30|160|8751
1256|CERCAPEZ|OPERADOR TURÍSTICO|MALECON JULIO IZURIETA||52300173||ginasoledispa@yahoo.es||Lunes a viernes de 08:00 a 18:00|174|8752
1257|CERRO DE ORO|HOSTAL|SUCRE S/N SAN FRANCISCO|FRENTE A LA LIBRERIA MODERNA|72972505|999678276|gonzalozaruma@gmail.com|| Lunes a domingo 24 horas|247|8753
1258|CERRO LOBO GUEST HOUSE|HOSTERÍA|VIA RUTA SPONDYLUS S/N CRUCE A LA RINCONADA| E-15 VIA SANTA ELENA - MANABI |993275426||reservas@cerrolobo.com||Lunes a Domingo 24 horas|109|8754
1259|CERULI|TRANSPORTE TERRESTRE|AV. JAIME ROLDOS S/N EDIF. TERMINAL CENTRO DE NEGOCIOS  BLOQUE B  LOCAL #37||2140079||||Lunes a domingo 24 horas|173|8755
1260|CESAR ALARCON ZAMBRANO|SALA DE RECEPCIONES Y BANQUETES|OLMEDO Y 9 DE OCTUBRE||2650-055||cesa-alarcon-zambrano@hotmail.com||Lunes a sabado de 08:00 a22:00|212|8756
1261|CESAR PALACE|SALA DE RECEPCIONES Y BANQUETES|C.11 Y AV.12 Y 11||2626481||||Lunes a sabado de 08:00 a22:00|221|8757
1262|CESAR'S COFFEE & GALERY|CAFETERÍA|VICTOR MANUEL RENDON 220 Y PANAMA||2565554||cesamontmalo1@hotmail.com||Lunes a Viernes 08h30 a 17h00|212|8758
1263|CETUHOBA S.A|CENTRO DE RECREACIÓN TURÍSTICA|VIA BARBASQUILLO PLAYA BARABASQUILLO||52678341||hosteria barbasquillo@hotmail.com|centroturisticobarbasquillo.com|lunes a sabado de 8:00 a 18:00 |102|8759
1264|CEVICHERIA  AQUI  EATA MARCELO´ S|RESTAURANTE|10 DE AGOSTO 1903 Y ESMERALDAS ||||||Lunes a sabado de 08:00 a22:00|141|8760
1265|CEVICHERIA  LOJANITA|RESTAURANTE|AVENIDA ENRIQUEZ GALLOS  S/N CALLE LEONARDO AVILES| SALINAS SECTOR CHIPIPE&nbsp  |994492121|994492121|cevicherialojanita@gmail.com|www.cevicherialalojanita.com|Lunes a sabado de 08:00 a22:00|154|8761
1266|CEVICHERIA  ROSITA|RESTAURANTE|CAPITAN NAJERA #310 - 312  E/  ELOY ALFARO Y CHILE||2481916||||Lunes a sabado de 08:00 a22:00|181|8762
1267|CEVICHERIA 200 MILLAS|RESTAURANTE|CDLA. URDESA CENTRAL, SOLAR # 9B, MZ. 89||||||Lunes a sabado de 08:00 a22:00|172|8763
1268|CEVICHERIA ALCATRAZ|RESTAURANTE|MALECON ESCENICO LOCAL # 13||52627234||alcatrazmanta@hotmail.com||Lunes a sabado de 08:00 a22:00|217|8764
1269|CEVICHERIA AQUÍ ESTA MARCELO'S|RESTAURANTE|URDESA CENTRAL TERCERA Y LAS MONJAS 218||2364015||||Lunes a sabado de 08:00 a22:00|111|8765
1270|CEVICHERIA ARAÑA MARINA|RESTAURANTE|LOJA S/N Y SIBAMBE||||||Lunes a sabado de 08:00 a22:00|133|8766
1271|CEVICHERIA BLANQUITA|RESTAURANTE|VIA PRINCIPAL RUTA SPONDYLUS SECTOR CAPAES FRENTE A VILLAS MARINAS||||||Lunes a sabado de 08:00 a22:00|100|8767
1272|CEVICHERIA BOLIVAR 3|RESTAURANTE|AV. REALES TAMARINDOS Y AV. AMERICA||991723642||nicoleborjis@hotmail.com||Lunes a sabado de 08:00 a22:00|152|8768
1273|CEVICHERIA CARMITA|RESTAURANTE|CALLE 17 Y GENERAL ENRIQUEZ||||||Lunes a sabado de 08:00 a22:00|225|8769
1274|CEVICHERIA CARMITA NO 2|RESTAURANTE|GRAL ENRRIQUE GALLO  CALLE 18||||||Lunes a sabado de 08:00 a22:00|143|8770
1275|CEVICHERIA CHELITA|RESTAURANTE|SECTOR CHIPIPE AVENIDA MALECON Y CALLE PEDRO JOSE RODRIGUEZ||||||Lunes a sabado de 08:00 a22:00|242|8771
1276|CEVICHERIA CHELITA|RESTAURANTE|AVENIDA ENRIQUEZ GALLOS Y CALLE LAS PALMERAS SECTOR CEVICHELANDIA||||||Lunes a sabado de 08:00 a22:00|216|8772
1277|CEVICHERIA CHICHO|RESTAURANTE|||||||Lunes a sabado de 08:00 a22:00|175|8773
1278|CEVICHERIA CHICHO 2|RESTAURANTE|AVENIDA 12 ENTRE CALLES 11 Y 12 FRENTE A SAN SEBASTIAN ||||||Lunes a sabado de 08:00 a22:00|205|8774
1279|CEVICHERIA CHIO' S|RESTAURANTE|JUNIN 219  ENTRE PANAMA Y PEDRO CARBO||||||Lunes a sabado de 08:00 a22:00|132|8775
1280|CEVICHERIA D´HUGO II|RESTAURANTE|AVENIDA 5 ENTRE CALLES 16 Y 17|| || ||Lunes a sabado de 08:00 a22:00|118|8776
1281|CEVICHERIA D´JURY|RESTAURANTE|CHIPIPE CALLE 2 DIAGONAL AL RESTAURANTE MARINERO||||||Lunes a sabado de 08:00 a22:00|164|8777
1282|CEVICHERIA DE HUGO|RESTAURANTE|CHIPIPE CALLE 17 Y AVENIDA 5 SECTOR CEVICHELANDIA||||||Lunes a sabado de 08:00 a22:00|204|8778
1283|CEVICHERIA DON WACHO|RESTAURANTE|CHIPIPE AV. MALECON ||||||Lunes a sabado de 08:00 a22:00|185|8779
1284|CEVICHERIA DOS HERMANOS|RESTAURANTE|CALLE LOPEZ CASTILLO Y GARCIA MORENO||||||Lunes a sabado de 08:00 a22:00|109|8780
1285|CEVICHERIA EL BUZO|RESTAURANTE|BARRIO SAN FRANCISCO CALLE 13 Y AVENIDA 7||||||Lunes a sabado de 08:00 a22:00|113|8781
1286|CEVICHERIA EL GATO PORTOVEJENSE|RESTAURANTE|SAUCES UNO, SOLAR 3, MZ.F-13||2231617||elgatoportovejense@hotmail.com||Lunes a sabado de 08:00 a22:00|210|8782
1287|CEVICHERIA EL GATO PORTOVEJENSE|RESTAURANTE|Av. 8va. Cdla Albatros  Mz 27 Solar 7 Av. Plaza Dañin | Diagonal a Andres Borbor de la Av. Plaza Dañin. |987223326||pilicordovez@hotmail.com||Lunes a sabado de 08:00 a22:00|147|8783
1288|CEVICHERIA EL REFUGIO|RESTAURANTE|COOP. QUISQUIS, CALLE COSTANERA 1409 ENTRE SEGUNDA Y TERCERA ||||||Lunes a sabado de 08:00 a22:00|176|8784
1289|CEVICHERIA EL SUBMARINO|RESTAURANTE|AV. 9 DE OCTUBRE Y AZUAY||||cevicheriaelsubmarino@gmail.com||Lunes a sabado de 08:00 a22:00|208|8785
1290|CEVICHERIA FLIPPLER # 3|RESTAURANTE|LOS ALMENDROS CALLE S/N Y AV. 24||52626309||||Lunes a sabado de 08:00 a22:00|172|8786
1291|CEVICHERIA INTERNACIONAL 2 SIN SACAR |RESTAURANTE|CDLA. SIMON BOLIVAR SOLAR 31 MZ.4||2396330||||Lunes a sabado de 08:00 a22:00|116|8787
1292|CEVICHERIA ISABELITA|RESTAURANTE|CALLE 17 GENERAL ENRIQUEZ GALLO||||||Lunes a sabado de 08:00 a22:00|215|8788
1293|CEVICHERIA JAIR|RESTAURANTE|9 DE OCTUBRE Y CHIMBORAZO ||2602569||galo761@outlook.es||Lunes a sabado de 08:00 a22:00|203|8789
1294|CEVICHERIA JENNYLEE|RESTAURANTE|URB. MANTA 2000 SITIO BARBASQUILLO||994067849||jename_n@hotmail.com||Lunes a sabado de 08:00 a22:00|130|8790
1295|CEVICHERIA JOSELYN|RESTAURANTE|CHIPIPE JUNTO A ||||||Lunes a sabado de 08:00 a22:00|235|8791
1296|CEVICHERIA KAREN|RESTAURANTE|LAS PALMERAS S/N ENTRE ENEIQUEZ GALLO Y MA. LUZ GONZALEZ||97570297||||Lunes a sabado de 08:00 a22:00|187|8792
1297|CEVICHERÍA KEYLITA|RESTAURANTE|GENERAL ENRIQUEZ GALLO S/N ENTRE CALLE 17 Y 18||88306677||||Lunes a sabado de 08:00 a22:00|207|8793
1298|CEVICHERIA LA BOLIVAR|RESTAURANTE|25 de julio casa 26 amistad| A los lados parrillada niño Acosta |981484718|52440047|dgiler94@gmail.com||Lunes a sabado de 08:00 a22:00|107|8794
1299|CEVICHERÍA MANTA INTERNACIONAL|RESTAURANTE|CDLA. MARTHA BUCARAM S/N MZ. 293||2705141||||Lunes a sabado de 08:00 a22:00|173|8795
1300|CEVICHERÍA NORMITA 1|RESTAURANTE|GENERAL ENRIQUEZ GALLO||85286150||||Lunes a sabado de 08:00 a22:00|106|8796
1301|CEVICHERIA PABLITO|RESTAURANTE|CAPITAN NAJERA 2202 Y ESMERALDAS||2482335||||Lunes a sabado de 08:00 a22:00|210|8797
1302|CEVICHERIA PEPE # 2|RESTAURANTE|SANTIESTEVAN ENTRE ELOY ALFARO Y TUNGURAHUA||||||Lunes a sabado de 08:00 a22:00|215|8798
1303|CEVICHERIA PEPE 3|RESTAURANTE|COLON Y MEJIA||2600411||cevicheriapepe3@hotmail.com||Lunes a sabado de 08:00 a22:00|157|8799
1304|CEVICHERÍA PEPE 3|RESTAURANTE|URDENOR II, MZ. 241, S. 313, AV. RODRIGO CHAVEZ Y JUAN TANCA MARENGO||987241924||gaby_lino_domenech@hotmail.com||Lunes a sabado de 08:00 a22:00|229|8800
1305|CEVICHERIA PICARDIAS DEL MAR|RESTAURANTE|CALLES 123 Y AV.114 ESQUINA||6052167||melixaca@hotmail.com||Lunes a sabado de 08:00 a22:00|237|8801
1306|CEVICHERÍA RAMIREZ Y HERMANOS|RESTAURANTE|GENERAL ENRIQUEZ GALLO Y CALLE 17||2774107||||Lunes a sabado de 08:00 a22:00|237|8802
1307|CEVICHERIA RINCON ZARUMEÑO|RESTAURANTE|DR. ERNESTO A. CASTRO Y 10 DE AGOSTO||93474695||||Lunes a sabado de 08:00 a22:00|153|8803
1308|CEVICHERIA ROBERTO 2|RESTAURANTE|CEVICHELANDIA ELEODORA PEÑA VILLAO S/N ENTRE ENRIQUEZ GALLO Y LUZ GONZALES -RUBIO SERRANO||2771336||||Lunes a sabado de 08:00 a22:00|228|8804
1309|CEVICHERIA SABOREAME|RESTAURANTE|MALECON CARLOS CASSIS Y GUSTAVO PUENTE||988899108||marthafigueroa1975@gmail.com||Lunes a sabado de 08:00 a22:00|241|8805
1310|CEVICHERIA TUTIVEN|RESTAURANTE|ATANACIO SANTOS, CIUDADELA LUZ AMERICA||2440031||marinatuti2017@hotmail.com||Lunes a sabado de 08:00 a22:00|136|8806
1311|CEVICHERIA UMIÑA|RESTAURANTE|CALLE 27 Y AV. 30||52620116||||Lunes a sabado de 08:00 a22:00|103|8807
1312|CEVICHERIA VICTOR ANDRES|RESTAURANTE|AVENIDA 57 S/N CALLE 53|DIAGONAL A SUPERMAXI|978984387|978984387|cevicheriavictorandres@gmail.com||Lunes a sabado de 08:00 a22:00|184|8808
1313|CEVICHERIA ZAVALITA|RESTAURANTE|URDESA CENTRAL, AV. VICTOR EMILIO ESTRADA # 1202 Y LAURELES||880173||||Lunes a sabado de 08:00 a22:00|195|8809
1314|CEVICHERIAS D`CARLITOS|RESTAURANTE|AV. QUITO 200 Y CHAVEZ FRANCO||2444993||||Lunes a sabado de 08:00 a22:00|113|8810
1315|CEVICHES D' MARCELO LOS|RESTAURANTE|PEDRO CARBO #731 Y CLEMENTE BALLEN ||2514659||||Lunes a sabado de 08:00 a22:00|216|8811
1316|CEVICHES D' MARCELO LOS|RESTAURANTE|VELEZ #1624 Y ESMERALDAS||2364015||||Lunes a sabado de 08:00 a22:00|146|8812
1317|CEVICHES D' MARCELO LOS|RESTAURANTE|URB. LA GARZOTA, SOLAR #9, MZ. 24||2645586||||Lunes a sabado de 08:00 a22:00|146|8813
1318|CEVICHES DE LA RUMIÑAHUI LOS|RESTAURANTE|CDLA. KENNEDY NORTE, MZ. 302, SOLAR 6, AV. MIGUEL H. ALCIVAR Y ALBERTO BORGES||993978129||homehol@hotmail.com||Lunes a sabado de 08:00 a22:00|140|8814
1319|CEVICHETOS|FUENTE DE SODA|AV. REALES TAMARINDOS PLAZA REAL||993116277||mechelara01@hotmail.com||Lunes a viernes  06:00 a 20:00|213|8815
1320|CEVICHEXPRESS|RESTAURANTE|CDLA. ALBORADA IX, CALLE BENJAMIN CARRION, MZ. 43, SOLAR 22||5047080||||Lunes a sabado de 08:00 a22:00|125|8816
1321|CFC|RESTAURANTE|CDLA. LA CARMELA, EDIFICIO GASOLINERA PYS, LA CARMELA||||||Lunes a sabado de 08:00 a22:00|122|8817
1322|CH FARINA|RESTAURANTE|VÍA GENERAL VILLAMIL, C.C. PASEO SHOPPING PLAYAS, LOCAL 37||42769099||||Lunes a sabado de 08:00 a22:00|102|8818
1323|CH FARINA|RESTAURANTE|AV. VICENTE PIEDRAHÍTA S/N C.C. PASEO SHOPPING DAULE, LOCAL NC-5||42819032||daulechfarina@hotmail.com||Lunes a sabado de 08:00 a22:00|127|8819
1324|CH FARINA|RESTAURANTE|PASEO SHOPING PORTOVIEJO||2931985||portoviejo@chefarina.com||Lunes a sabado de 08:00 a22:00|103|8820
1325|CH FARINA|RESTAURANTE|C.C. MALL DEL PACIFICO||3702672||administracion@chfarina.com||Lunes a sabado de 08:00 a22:00|203|8821
1326|CH FARINA|RESTAURANTE|VIA QUEVEDO - BUENA FE S/N C.C. PASEO SHOPPING||2750543||||Lunes a sabado de 08:00 a22:00|209|8822
1327|CH FARINA|RESTAURANTE|CDLA. EL CÓNDOR, AV. FRANCISCO DE ORELLANA S/N Y AV. GUILLERMO PAREJA ROLANDO, C.C. RIOCENTRO NORTE, PISO 1, LOCAL C-1||3705580||||Lunes a sabado de 08:00 a22:00|135|8823
1328|CH FARINA BABAHOYO|RESTAURANTE|VIA BABAHOYO - GUAYAQUIL S/N C.C. EL PASEO||52789034||||Lunes a sabado de 08:00 a22:00|158|8824
1329|CHALAN EL |RESTAURANTE|URDESA CENTRAL, V.E.ESTRADA #1232 Y COSTANERA||2397668||||Lunes a sabado de 08:00 a22:00|169|8825
1330|CHALAN EXPRESS EL |RESTAURANTE|C.C. SAN MARINO SHOPPING OFICINA P2 1-14||||||Lunes a sabado de 08:00 a22:00|160|8826
1331|CHALEN |FUENTE DE SODA|BARRIO ENRIQUEZ GALLOS VIA SANTA ELENA LA LIBERTAD DIAGONAL A LA UPSE||2781984||||Lunes a viernes  06:00 a 20:00|243|8827
1332|CHALEN |FUENTE DE SODA|CRUCE PALMAR VIA RUTA SPONDYLUS ESTACION DE SERVICIO CHALEN UNO||2904181||||Lunes a viernes  06:00 a 20:00|169|8828
1333|CHAMA LA |RESTAURANTE|VIA PUERTO AEREOPUERTO PLAYA TARQUI||224175||||Lunes a sabado de 08:00 a22:00|205|8829
1334|CHAMACO RESTAURANT|RESTAURANTE|CIUDADELA UNIVERCITARIA MZ-AE LOTES 7 Y8||6050757||||Lunes a sabado de 08:00 a22:00|125|8830
1335|CHAMAQUITO|RESTAURANTE|AV. 8 DE ABRIL Y 25 DE AGOS||||||Lunes a sabado de 08:00 a22:00|198|8831
1336|CHAMIZAL|RESTAURANTE|PEDRO M. GILBERT CARRETERO PRINCIPAL||2724246|| ||Lunes a sabado de 08:00 a22:00|192|8832
1337|CHAMO EL|RESTAURANTE|PLAYITA MIA||||||Lunes a sabado de 08:00 a22:00|237|8833
1338|CHAMPANG|RESTAURANTE|AV. FRANCISCO DE ORELLANA, EDIF. WORLD TRADE CENTER,MILLENIUM GALEY/PATIO DE COMIDAS, MZ 111,OFICINA 103||2298036||carlosguasch@gmail.com||Lunes a sabado de 08:00 a22:00|178|8834
1339|CHANCHITO DE BERTHITA EL|RESTAURANTE|MALECON 123  Y QUITO||||||Lunes a sabado de 08:00 a22:00|217|8835
1340|CHANCHITOS LOS|RESTAURANTE|COLON 563 Y BOYACA (ESQUINA)||2323833||||Lunes a sabado de 08:00 a22:00|169|8836
1341|CHANCHO CAFE|RESTAURANTE|CDLA. ALBORADA 11AVA ETAPA  SOLAR 11 MZ. #542 ||242461||||Lunes a sabado de 08:00 a22:00|204|8837
1342|CHANCHO LIGHT|RESTAURANTE|CDLA LOS ALAMOS TRES MZ 25 SOLAR 2||||||Lunes a sabado de 08:00 a22:00|146|8838
1343|CHANDO EL|RESTAURANTE|BOLIVAR-SALIDA VIA AYACUCHO||2640448||||Lunes a sabado de 08:00 a22:00|238|8839
1344|CHANDUCHON|FUENTE DE SODA|EDIFICIO ALVARADO LOCAL 5||2622123||||Lunes a viernes  06:00 a 20:00|108|8840
1345|CHANG AN|RESTAURANTE|JUAN MONTALVO||2913004|| ||Lunes a sabado de 08:00 a22:00|150|8841
1346|CHANITO|RESTAURANTE|BRASIL #4220 Y LA 17AVA||||||Lunes a sabado de 08:00 a22:00|127|8842
1347|CHANITO DE BERTHITA NO. 2 EL |RESTAURANTE|AV. DEL EJÉRCITO 3130 Y VENEZUELA||||||Lunes a sabado de 08:00 a22:00|204|8843
1348|CHANTALITA LA|HOSTERÍA|PLAYA SAN JOSE CALLE LOS GERANIOS||2626642||||Lunes a Domingo 24 horas|104|8844
1349|CHANTON|RESTAURANTE|MALECÓN AV. 23 S/N CALLE 20| MALL DEL PACIFICO FRENTE AL HOTEL ORO VERDE DE MANTA |987221281|999528130|jairgz@hotmail.com||Lunes a sabado de 08:00 a22:00|163|8845
1350|CHAPPU S BEER|DISCOTECA|VICTOR EMILIO ESTRADA  606 LAS MONJAS||2881184||||lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|137|8846
1351|CHAQANA|CASA DE HUÉSPEDES|Av. Eduardo Aspiazu  13 Rumiñahui||42773336|959655436|chaqanalodge@hotmail.com||24 horas|223|8847
1352|CHARLY ALBERTY|RESTAURANTE|PEDRO CARBO S/N Y CLEMENTE BALLEN. EDIF. EL JARDIN, LC. 8||2511922||humanistadeguayaquil@yahoo.es||Lunes a sabado de 08:00 a22:00|226|8848
1353|CHARO'S|HOSTAL|15 DE MAYO 0 VICENTE ROCAFUERTE||42060044|999386474|charo117@msn.com|www.charoshostal.com| Lunes a domingo 24 horas|232|8849
1354|CHARROS TEQUILA|BAR|BOLIVAR Y SAN FRANCISCO||986444098||||lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|147|8850
1355|CHARROS Y CHURROS|RESTAURANTE|PLAZA NAVONA, PB, VÍA A SAMBORONDÓN, KM. 5, LOCAL B-100||43705782||charrosychurros@gmail.com||Lunes a sabado de 08:00 a22:00|105|8851
1356|CHARROS Y CHURROS|RESTAURANTE|AV. PUNTILLA S/N E/ RIO GUAYAS Y RIO VINCES||6040328||||Lunes a sabado de 08:00 a22:00|141|8852
1357|CHAU LAO|RESTAURANTE|AVENIDA ENRIQUE PONCE LUQUE SN TERMINAL TERRESTRE| PATIO DE COMIDAS PASEO SHOPPING BABAHOYO |980180142|989965519|chaulaomilagro@gmail.com|www.chaulao.com.ec|Lunes a sabado de 08:00 a22:00|144|8853
1358|CHAU LAO|RESTAURANTE|AV. FLAVIO REYES Y CALLE 20||56051522||karychan73@live.it||Lunes a sabado de 08:00 a22:00|223|8854
1359|CHAVECITO|RESTAURANTE|CALLE 106 SN AV 105| FRENTE A LA IGLESIA DEL ROSARIO |969531942|52452565|luis1975chavezmero@gmail.com||Lunes a sabado de 08:00 a22:00|142|8855
1360|CHAVITO|RESTAURANTE|CIUDADELA SANTA MARTHA VÍA ESPAM||992244646||chavito.011990@hotmail.com||Lunes a sabado de 08:00 a22:00|100|8856
1361|CHAVOS TEX MEX GRILL|RESTAURANTE|AYACUCHO S/N SUCRE|FRENTE  A PRODUBANCO|76002974|994324638|gabriela_torres81@hotmail.com||Lunes a sabado de 08:00 a22:00|156|8857
1362|CHE CACTUS|RESTAURANTE|AV.MANABI S/N FRENTE AL HOSPITAL IESS||638927||soriwinnie@hotmail.com||Lunes a sabado de 08:00 a22:00|190|8858
1363|CHE EL|FUENTE DE SODA|AV. ESTUDIANTIL Y SALINAS ||||||Lunes a viernes  06:00 a 20:00|172|8859
1364|CHECHEN|RESTAURANTE|VIA QUEVEDO KM. 42 S/N RECINTO SONIA MARIA||||||Lunes a sabado de 08:00 a22:00|204|8860
1365|CHECITO HENRY|RESTAURANTE|CALLE 17 Y GENERAL  ENRIQUEZ GALLO||||||Lunes a sabado de 08:00 a22:00|165|8861
1366|CHEDIAK|HOTEL|MALECON QUITO NORTE - SITIO SAN ALEJO||2615499||||Lunes a Domingo 24 horas|123|8862
1367|CHEERS|RESTAURANTE|CUENCA 322 E/QUITO Y ESMERALDAS||2807896||||Lunes a sabado de 08:00 a22:00|191|8863
1368|CHEF DEL MAR|RESTAURANTE|PUERTO JELI AV. CAJAMARCA ||72161039||carmenramirez_501@hotmail.com||Lunes a sabado de 08:00 a22:00|216|8864
1369|CHEF EL|RESTAURANTE|PEDRO CARBO 111 Y ROCA||2301421||||Lunes a sabado de 08:00 a22:00|119|8865
1370|CHEF EL |RESTAURANTE|URB. GARZOTA, MZ. 31, C.C. GARZOCENTRO 2000, LOCAL #1103||2240847||||Lunes a sabado de 08:00 a22:00|128|8866
